Dia	Mês	Ano	Hora	Velocidade 	Direção	Temperatura	Umidade 	Pressão
26	12	2015	12	13.10000001	85.42842879	25.22137405	73.83333333	1011.7805
26	12	2015	13	15.31388894	84.017218	24.91111111	77.3	1011.274
26	12	2015	14	14.51944442	79.8700887	25.96721311	76.43333333	1011.0355
26	12	2015	15	13.82499996	63.60762208	27.35135135	65.26666667	1010.97
26	12	2015	16	12.77055554	65.9961123	27.25	61.52777778	1011.023333
26	12	2015	17	12.98277777	66.4153432	25.83471074	73.66111111	1010.436667
26	12	2015	18	10.98833334	56.31567497	25.59375	71.3988764	1010.9715
26	12	2015	19	11.10444445	55.10159435	24.44186047	77.39354839	1011.146333
26	12	2015	20	10.90444443	55.89810237	23.80172414	85.20740741	1011.932
26	12	2015	21	9.835555588	48.28120461	23.2	89.52777778	1012.487667
26	12	2015	22	10.48944445	51.83584646	23.54545455	90.41666667	1012.167833
26	12	2015	23	9.950555563	48.10765058	23.35849057	91.16129032	1012.449
27	12	2015	0	9.334999964	45.07607935	23.375	91.675	1012.454833
27	12	2015	1	9.367777771	40.24605866	23	92.91176471	1012.504833
27	12	2015	2	9.30777776	38.72310225	22.73809524	92.95522388	1012.036167
27	12	2015	3	8.718333329	34.30337159	22.53846154	94.23333333	1011.9825
27	12	2015	4	8.950555521	31.92608641	22.76923077	93.24615385	1012.1715
27	12	2015	5	7.917222275	31.09318305	22.82105263	92.775	1012.671833
27	12	2015	6	6.666111122	30.69758973	22.74853801	94.23913043	1012.627833
27	12	2015	7	5.86833334	26.00257808	23.94871795	88.84571429	1012.624333
27	12	2015	8	6.700555567	31.80723327	25.49438202	76.82352941	1013.006333
27	12	2015	9	6.502222206	49.08429371	26.86956522	67.46111111	1013.059
27	12	2015	10	9.541111122	82.76315169	25.53846154	76.13333333	1012.777667
27	12	2015	11	11.8705556	82.00383194	25.85393258	72.58333333	1012.7005
27	12	2015	12	12.3566667	84.85347259	25.66463415	71.87777778	1011.695
27	12	2015	13	13.07500002	85.94111323	25.38356164	76.72777778	1010.508333
27	12	2015	14	14.27499999	86.30536722	24.5323741	81.74444444	1009.324667
27	12	2015	15	13.93944439	76.05303159	26.22727273	76.69135802	1008.6355
27	12	2015	16	13.47317075	72.93507549	25.50675676	80.36428571	1007.7715
27	12	2015	17	13.01888889	72.43718102	25.45454545	79.81168831	1007.719333
27	12	2015	18	12.46444444	66.07028124	25.2037037	81.79310345	1008.2195
27	12	2015	19	9.617777777	51.97670698	24.57446809	83.10714286	1008.347833
27	12	2015	20	8.856111097	37.39268937	24.015625	88.26011561	1009.095333
27	12	2015	21	9.71833334	42.98647397	23.3255814	92.78723404	1009.4975
27	12	2015	22	11.09388893	47.34253825	23.31578947	93.96610169	1010.161833
27	12	2015	23	10.62499998	44.45380759	23.25	92.76470588	1014.895667
28	12	2015	0	7.978333325	32.36355256	22.97368421	94.46511628	1014.9945
28	12	2015	1	5.070000021	338.9408913	19.65789474	95.63492063	1016.472333
28	12	2015	2	4.781666679	329.1645047	18.93617021	94.8021978	1017.2115
28	12	2015	3	4.477222213	1.736041581	20.01369863	92.08571429	1017.260333
28	12	2015	4	5.065555549	10.58278222	21.08	91.55555556	1017.3885
28	12	2015	5	6.268888932	10.21255895	22.88372093	90.05	1017.1125
28	12	2015	6	6.043333316	4.462518791	23.03636364	87.91803279	1017.296
28	12	2015	7	4.902222229	16.78221991	24.51764706	86	1017.9195
28	12	2015	8	5.058064521	45.44597002	26.26041667	75.91791045	1017.955294
28	12	2015	9	6.009826616	90.69672605	26.38095238	81.13924051	1017.942832
28	12	2015	10	6.902222231	98.95075046	25.3125	88.05421687	1017.779
28	12	2015	11	9.321111128	94.77046863	23.37222222	86.91666667	1017.498833
28	12	2015	12	12.50444447	87.53571239	23.39444444	83.75555556	1016.584
28	12	2015	13	13.84388887	83.70925568	24.21153846	79.91111111	1015.743
28	12	2015	14	12.89944447	83.57094894	23.91390728	84.30555556	1015.428667
28	12	2015	15	13.27055555	84.9194329	24.21428571	86.0505618	1014.865
28	12	2015	16	13.29055556	83.97539367	23.9009009	87.9625	1014.470167
28	12	2015	17	12.11000003	77.03973129	24.59090909	86.61728395	1015.197667
28	12	2015	18	10.31333331	70.51870998	24.47222222	86.60795455	1016.901333
28	12	2015	19	9.257777784	65.5264191	24.14285714	87.83333333	1017.5075
28	12	2015	20	10.23333334	59.72664066	23.9047619	84.98979592	1017.939
28	12	2015	21	9.417777779	52.2628547	24.24113475	86.48888889	1018.4315
28	12	2015	22	9.258333325	46.72828028	23.84848485	88.89333333	1018.184667
28	12	2015	23	10.01444445	42.12892202	23.48148148	91.76595745	1018.078333
29	12	2015	0	9.76555552	37.88201603	23.55555556	93.76470588	1017.844833
29	12	2015	1	10.34611112	35.01530194	23.6875	93.42857143	1017.829167
29	12	2015	2	9.181666697	29.0266002	23.51351351	93.53703704	1018.053833
29	12	2015	3	8.493888876	34.08773845	23.57142857	92.5	1018.2195
29	12	2015	4	8.745555613	37.82699235	23.84848485	91.46153846	1018.811
29	12	2015	5	7.956666724	44.38495043	24.52	92.36486486	1019.855667
29	12	2015	6	6.886111119	42.61067569	24.17391304	95.82692308	1020.3915
29	12	2015	7	5.62722222	45.97004778	24.83333333	94.3902439	1020.5445
29	12	2015	8	5.762777779	65.12595611	26.10344828	85.44444444	1020.980833
29	12	2015	9	6.781666666	89.01512426	25.65217391	87.99444444	1020.7195
29	12	2015	10	9.073333361	87.59261219	25.5046729	86.01111111	1020.9055
29	12	2015	11	11.31111113	88.13357773	25.93589744	85.1	1020.164167
29	12	2015	12	12.59666668	82.63816661	25.48275862	87.32222222	1019.9745
29	12	2015	13	10.95888891	83.35329733	26.28947368	81.98850575	1019.888667
29	12	2015	14	11.85888894	88.44160654	25.66666667	83.53977273	1020.159167
29	12	2015	15	11.98333332	84.77094611	25.57843137	86.16111111	1019.783333
29	12	2015	16	11.21055557	78.57813073	25.83333333	85.06470588	1019.130833
29	12	2015	17	10.8116667	76.05290489	25.57017544	87.25333333	1019.313833
29	12	2015	18	9.323888853	74.24812427	25.25454545	88.85714286	1020.972667
29	12	2015	19	8.436111108	66.02738774	25.4516129	88.20930233	1020.387
29	12	2015	20	8.993888874	63.86718857	25.61904762	85.91111111	1020.713667
29	12	2015	21	7.786111154	68.61855581	25.53846154	90.18867925	1020.953333
29	12	2015	22	7.476111123	60.07001546	25.2	92.27118644	1021.089833
29	12	2015	23	8.958333331	51.56533013	25	90.59550562	1019.6055
30	12	2015	0	7.764999991	46.24897703	24.16666667	94.31081081	1019.164
30	12	2015	1	7.739444425	42.43893289	23.41666667	95.30188679	1018.286667
30	12	2015	2	6.83277777	46.06285819	23.57352941	96.203125	1018.268833
30	12	2015	3	5.255555537	40.86695552	23.54736842	98.34210526	1018.93
30	12	2015	4	5.309999988	37.55321404	24.36842105	98.53781513	1019.4855
30	12	2015	5	4.904444426	43.27300371	24.52631579	97.67391304	1019.52
30	12	2015	6	5.10277778	33.55878752	23.21666667	98.71084337	1019.956833
30	12	2015	7	6.754444475	37.32487638	23.9047619	93.8	1020.532667
30	12	2015	8	5.216666671	51.13527673	25.50588235	84.09230769	1020.599833
30	12	2015	9	4.216111109	79.28702175	26.33333333	81.93037975	1021.0605
30	12	2015	10	5.91833334	99.28856784	25.54022989	87.48717949	1020.9295
30	12	2015	11	6.801666654	99.37928662	25.4109589	87.2804878	1020.707333
30	12	2015	12	8.596111123	99.6152693	25.70833333	87.02777778	1020.209167
30	12	2015	13	11.2688889	93.13882563	25.26119403	89.4962406	1019.485833
30	12	2015	14	12.24166672	89.09227656	25.50537634	88.39156627	1018.836333
30	12	2015	15	12.5727778	86.32839819	25.76691729	86.83333333	1018.721333
30	12	2015	16	12.24111116	83.71272256	25.40277778	87.59459459	1018.183
30	12	2015	17	12.28770953	79.24385959	24.28947368	87.96815287	1012.575251
30	12	2015	18	11.26741575	76.30333996	24.38181818	88.71084337	1007.202809
30	12	2015	19	11.15666671	72.44082409	25.52941176	90.86285714	1019.149333
30	12	2015	20	10.50555553	70.50316447	25.56521739	88.76923077	1019.453
30	12	2015	21	8.879444448	70.43112773	25.55882353	89.73611111	1019.58
30	12	2015	22	8.093888934	62.42175987	25.52173913	90.40540541	1019.219667
30	12	2015	23	10.04500001	59.54401244	23.73228346	90.77777778	1018.409
31	12	2015	0	10.92999998	56.94124741	24.01538462	90.56716418	1018.076167
31	12	2015	1	10.25444442	54.14119082	23.42307692	90.07216495	1017.721333
31	12	2015	2	9.17055556	53.01788421	23.33333333	93.16	1016.619
31	12	2015	3	8.625555539	49.72024023	23.5625	93.86440678	1017.450333
31	12	2015	4	7.412777771	43.17211118	23.46428571	95	1018.0285
31	12	2015	5	6.738888876	43.54753784	23.46153846	95.72413793	1018.068667
31	12	2015	6	5.543888889	39.71256606	23.56756757	96.42307692	1018.588667
31	12	2015	7	5.120000001	35.01053828	24.65116279	94.12962963	1018.977667
31	12	2015	8	5.217222223	53.98817112	26.09259259	85.14864865	1019.041333
31	12	2015	9	7.370555562	88.96700881	25.54545455	90.6125	1018.871167
31	12	2015	10	10.40055557	89.47447513	23.55844156	91.14285714	1018.303667
31	12	2015	11	12.40055556	89.11912873	23.36986301	90.56737589	1017.004667
31	12	2015	12	13.94444446	85.94581637	23.24074074	88.64583333	1016.574167
31	12	2015	13	14.82111114	82.37303151	23.875	87.00555556	1016.205167
